period,planet_radius,depth,equilibrium_temp,insolation,impact,duration,star_radius,star_mass,star_teff,kepmag,label,source
1.291233083,0.89,66.0,1887.0,2993.7,0.2,1.855,1.086,1.129,6384.0,14.135,CONFIRMED,KOI
10.573751447,2.07,298.9,844.0,120.25,0.785,1.7259,1.08,1.067,5720.0,11.457,CONFIRMED,KOI
3.7847507,0.7,33.5,1311.0,699.15,0.021,2.924,1.206,1.126,6017.0,12.581,CONFIRMED,KOI
2.17291055,0.93,76.4,1507.0,1220.49,0.362,2.139,1.045,1.109,6164.0,14.229,CANDIDATE,KOI
18.2206024,1.78,201.8,786.0,90.43,0.125,5.109,1.262,1.117,5951.0,14.544,CONFIRMED,KOI
7.35101287,1.42,115.9,1064.0,303.08,0.608,2.757,1.262,1.117,5951.0,14.544,CANDIDATE,KOI
47.4497134,1.61,206.4,551.0,21.82,0.016,10.675,1.126,1.042,6007.0,14.089,CONFIRMED,KOI
0.929906166,1.48,108.7,2291.0,6514.57,0.102,1.743,1.413,1.075,6039.0,12.41,CONFIRMED,KOI
0.784513087,131.4,316.6,10634.0,3036857.56,0.029,1.9206,78.869,1.772,3853.0,13.819,FALSE POSITIVE,KOI
4.11585514,1.93,425.8,895.0,151.55,0.807,1.4858,0.823,0.796,4827.0,15.141,CONFIRMED,KOI
6.57159435,1.26,65.7,1211.0,507.81,0.751,3.1044,1.432,1.029,6042.0,10.338,CANDIDATE,KOI
33.878639,3.52,700.1,564.0,24.0,0.923,6.194,1.072,0.933,5533.0,15.16,CONFIRMED,KOI
27.5722144,1.94,296.3,636.0,38.62,0.562,5.256,1.09,1.079,5912.0,14.718,CONFIRMED,KOI
2.12821621,0.7,25.9,1668.0,1831.55,0.098,3.146,1.377,1.168,5952.0,11.126,CONFIRMED,KOI
0.703399912,2.15,531.4,2013.0,3879.31,0.393,0.823,0.91,0.999,5955.0,15.728,FALSE POSITIVE,KOI
2.5355023,2.7,354.6,1477.0,1127.68,0.965,7.189,1.1,1.188,6268.0,15.273,FALSE POSITIVE,KOI
0.868122253,1.65,231.3,2047.0,4163.14,0.006,1.5471,1.084,1.181,6116.0,15.8,CANDIDATE,KOI
1.332560553,0.4,31.7,1249.0,574.99,0.37,3.315,0.714,0.8,4947.0,12.912,FALSE POSITIVE,KOI
18.936061,0.34,24.3,516.0,16.7,0.285,22.27,0.714,0.8,4947.0,12.912,FALSE POSITIVE,KOI
10.65275054,2.2,740.7,737.0,69.81,0.051,2.684,0.817,0.913,5602.0,15.97,CONFIRMED,KOI
3.30040818,1.43,98.8,1543.0,1341.9,0.008,4.462,1.438,1.279,6333.0,13.749,CONFIRMED,KOI
5.62950902,2.11,297.5,979.0,216.41,0.974,6.542,0.898,0.994,5822.0,15.957,FALSE POSITIVE,KOI
13.84301228,1.98,567.8,699.0,56.45,0.052,4.077,0.837,0.928,5745.0,15.48,CANDIDATE,KOI
24.2758992,2.25,702.2,580.0,26.68,0.441,4.59,0.837,0.928,5745.0,15.48,CONFIRMED,KOI
54.4099612,1.56,193.0,513.0,16.35,0.157,9.314,1.133,0.954,5746.0,13.852,CONFIRMED,KOI
9.12209336,28.17,906.8,863.0,131.35,1.236,4.347,0.96,1.06,5899.0,15.676,FALSE POSITIVE,KOI
19.94752741,2.52,861.3,625.0,36.14,0.094,1.756,0.864,0.961,5749.0,15.999,CONFIRMED,KOI
13.84984567,1.45,84.6,977.0,214.98,0.012,7.2783,1.585,1.009,5919.0,11.866,CONFIRMED,KOI
6.12479773,1.51,129.3,1140.0,399.43,0.79,3.466,1.202,1.015,6052.0,13.268,CONFIRMED,KOI
11.24284815,1.44,136.0,931.0,177.7,0.52,4.241,1.202,1.015,6052.0,13.268,CONFIRMED,KOI
4.02877097,1.21,100.4,1311.0,699.45,0.193,3.173,1.202,1.015,6052.0,13.268,CONFIRMED,KOI
8.92114318,1.27,110.8,1006.0,241.79,0.12,3.933,1.202,1.015,6052.0,13.268,CONFIRMED,KOI
7.81285862,1.68,117.3,1196.0,483.06,0.03,4.098,1.543,1.187,6237.0,10.421,CONFIRMED,KOI
18.01164974,1.83,107.8,900.0,155.37,0.924,6.7367,1.459,1.3,6477.0,10.927,CONFIRMED,KOI
0.916142298,0.6,98.5,1212.0,507.47,0.232,1.1555,0.614,0.6,4374.0,14.107,CONFIRMED,KOI
0.597933473,1.24,106.0,2564.0,10196.42,0.562,1.918,1.159,1.181,6543.0,13.364,FALSE POSITIVE,KOI
2.69636494,1.24,109.0,1406.0,925.14,0.628,3.892,1.139,0.842,5653.0,14.515,FALSE POSITIVE,KOI
6.99205021,1.06,33.4,1194.0,479.87,0.944,5.037,1.467,1.081,6057.0,10.787,CONFIRMED,KOI
12.0999065,1.39,165.5,807.0,100.37,0.14,3.558,1.098,0.941,5553.0,14.754,CONFIRMED,KOI
5.36375016,1.15,114.3,1059.0,296.73,0.008,2.94,1.098,0.941,5553.0,14.754,CONFIRMED,KOI
3.17319407,0.91,135.8,1077.0,318.23,0.211,2.512,0.784,0.722,5369.0,14.162,FALSE POSITIVE,KOI
5.24368302,0.91,225.4,654.0,43.13,0.006,10.873,0.629,0.619,4194.0,15.29,FALSE POSITIVE,KOI
5.1952021,1.37,320.8,836.0,115.35,0.604,2.1552,0.738,0.708,5044.0,14.937,CANDIDATE,KOI
0.591280187,1.3,135.0,2385.0,7620.01,0.395,1.1656,1.092,1.18,6246.0,15.046,FALSE POSITIVE,KOI
3.93766786,1.36,24.3,1947.0,3388.82,0.226,4.655,2.741,1.465,6277.0,11.801,CONFIRMED,KOI
31.6084371,1.89,331.6,634.0,38.1,0.022,3.675,1.033,1.083,6341.0,14.756,CANDIDATE,KOI
16.1558656,2.04,731.3,455.0,10.1,0.973,3.798,0.53,0.528,4504.0,15.771,CANDIDATE,KOI
1.465943491,1.6,52.3,2472.0,8804.6,0.211,1.513,2.19,1.229,6230.0,13.147,FALSE POSITIVE,KOI
28.45489091,6.08,1418.6,769.0,82.7,0.5,8.1593,1.573,1.305,6206.0,11.684,CONFIRMED,KOI
1.952711161,2.58,403.0,1403.0,917.15,0.962,0.872,0.946,1.02,5741.0,14.575,CONFIRMED,KOI
0.620739667,29.28,108.2,2947.0,17924.29,1.158,2.477,1.602,1.277,6559.0,12.878,FALSE POSITIVE,KOI
0.587470828,51.02,193.8,3434.0,33039.47,1.161,2.4382,2.667,1.236,5787.0,13.744,FALSE POSITIVE,KOI
0.934924739,2.29,73.8,3156.0,23533.0,0.309,2.052,2.628,1.519,6477.0,12.31,FALSE POSITIVE,KOI
25.7054557,1.75,266.3,670.0,47.76,0.722,6.059,1.001,1.047,6326.0,13.859,FALSE POSITIVE,KOI
3.84822189,1.72,203.9,1283.0,641.53,0.368,2.013,1.193,1.094,5927.0,14.919,CONFIRMED,KOI
2.37752442,0.53,32.1,1278.0,632.62,0.256,2.307,0.936,1.022,5615.0,12.258,CONFIRMED,KOI
2.62838097,1.01,89.9,1375.0,846.09,0.087,3.193,1.07,1.07,5884.0,14.037,FALSE POSITIVE,KOI
1.877878538,0.78,47.5,1701.0,1977.35,0.248,2.39,1.115,1.017,6324.0,13.295,CONFIRMED,KOI
3.375716723,2.34,175.7,1472.0,1111.66,0.982,1.5436,1.282,1.122,6310.0,13.91,CANDIDATE,KOI
35.3331932,1.55,99.7,670.0,47.52,0.656,5.966,1.474,1.05,5788.0,11.197,CONFIRMED,KOI
15.0896415,1.42,77.8,968.0,207.64,0.02,4.3349,1.613,1.092,6063.0,11.39,CONFIRMED,KOI
5.30873978,1.08,127.5,1042.0,279.21,0.173,3.018,0.955,1.011,5914.0,14.699,CONFIRMED,KOI
3.89524296,1.13,189.0,956.0,197.66,0.224,1.689,0.838,0.795,5018.0,14.756,CONFIRMED,KOI
0.740926358,1.22,195.5,1873.0,2909.21,0.202,1.0163,0.874,0.87,5618.0,15.918,CONFIRMED,KOI
75.8580035,2.72,1148.4,281.0,1.47,0.935,5.382,0.614,0.645,4474.0,15.398,CANDIDATE,KOI
1.352564873,1.45,56.7,2447.0,8505.97,0.669,3.469,1.823,1.103,6463.0,12.709,FALSE POSITIVE,KOI
7.72768833,1.89,404.8,899.0,154.46,0.203,2.06,0.94,0.946,5765.0,15.648,FALSE POSITIVE,KOI
37.3033197,2.31,551.7,493.0,14.0,0.908,7.793,0.817,0.864,5646.0,15.527,CONFIRMED,KOI
10.16435076,1.99,37.7,1389.0,879.94,0.915,6.017,2.71,1.401,6133.0,11.912,CANDIDATE,KOI
31.9729501,2.41,156.3,757.0,77.49,0.773,9.41,1.759,1.311,6007.0,12.567,FALSE POSITIVE,KOI
14.8877665,1.96,252.5,831.0,112.85,0.795,4.981,1.116,1.001,6143.0,13.914,CONFIRMED,KOI
4.52158614,1.31,106.2,1214.0,513.68,0.203,3.4702,1.289,0.963,5576.0,13.836,CONFIRMED,KOI
2.007750531,1.64,352.0,1319.0,716.79,0.42,2.0715,0.865,0.965,5645.0,15.664,FALSE POSITIVE,KOI
7.03146295,1.38,85.4,1194.0,480.26,0.014,5.922,1.499,1.282,6170.0,12.805,CONFIRMED,KOI
54.2811949,2.07,147.8,604.0,31.45,0.85,5.517,1.499,1.282,6170.0,12.805,CONFIRMED,KOI
0.596087893,1.92,105.1,2967.0,18259.79,0.283,0.7159,1.827,1.209,6049.0,13.484,FALSE POSITIVE,KOI
12.58229808,1.53,118.7,917.0,167.41,0.044,6.375,1.423,0.911,5587.0,11.411,CONFIRMED,KOI
7.12684695,1.38,206.3,941.0,185.17,0.71,3.179,0.896,0.979,6050.0,14.8,FALSE POSITIVE,KOI
0.661749944,23.92,215.6,2420.0,8123.02,1.169,4.112,1.198,1.273,6363.0,15.396,FALSE POSITIVE,KOI
354.95118,2.53,421.9,303.0,1.99,0.0405,13.02,1.23,1.281,6392.0,15.396,FALSE POSITIVE,KOI
1.35477049,0.8,145.3,1102.0,348.9,0.24,1.618,0.689,0.723,4414.0,15.169,FALSE POSITIVE,KOI
0.493393859,1.4,264.7,1505.0,1203.14,0.961,1.1319,0.614,0.645,4474.0,15.398,FALSE POSITIVE,KOI
11.95401876,2.1,855.9,525.0,17.92,0.744,2.656,0.659,0.648,4359.0,15.911,CONFIRMED,KOI
2.48883033,0.64,51.4,1230.0,540.34,0.696,4.268,0.833,0.827,5615.0,14.103,FALSE POSITIVE,KOI
20.2340219,0.99,193.6,562.0,23.53,0.249,3.674,0.71,0.788,5528.0,13.776,FALSE POSITIVE,KOI
0.88184263,1.24,249.9,1564.0,1419.46,0.454,1.3117,0.776,0.871,5268.0,15.919,CONFIRMED,KOI
5.448321078,2.17,529.4,978.0,215.95,0.614,2.2213,0.905,0.983,5721.0,12.43,CONFIRMED,KOI
1.116127169,1.0,109.2,1659.0,1797.63,0.648,1.3235,0.905,0.983,5721.0,12.43,CONFIRMED,KOI
195.613824,10.65,1651.9,467.0,11.24,0.891,23.777,2.229,1.239,5970.0,13.56,FALSE POSITIVE,KOI
237.787237,9.91,1627.7,354.0,3.73,0.947,10.509,1.853,1.08,5185.0,13.46,CANDIDATE,KOI
3.833087643,2.25,461.4,1012.0,247.8,0.932,1.51,0.831,0.878,5397.0,11.799,CONFIRMED,KOI
9.37663713,1.89,118.4,1125.0,379.3,0.828,2.1033,1.543,1.187,6237.0,10.421,CONFIRMED,KOI
5.62006198,1.45,190.1,772.0,84.01,0.969,2.751,0.746,0.814,4868.0,14.009,CONFIRMED,KOI
3.8259005,3.45,857.2,1005.0,241.25,0.951,1.8057,0.885,0.913,5223.0,15.768,CONFIRMED,KOI
0.558841234,1.33,280.9,1787.0,2412.15,0.307,0.7918,0.792,0.903,5151.0,15.6,CONFIRMED,KOI
9.33648141,2.39,885.4,577.0,26.22,0.901,2.5449,0.648,0.637,4442.0,15.911,CONFIRMED,KOI
76.6139446,2.61,498.7,466.0,11.12,0.851,10.22,1.03,0.988,6173.0,14.357,CONFIRMED,KOI
0.698461304,14.81,134.4,5173.0,168689.02,0.459,0.7887,12.558,2.17,4676.0,13.586,CANDIDATE,KOI
1.545388842,0.56,52.8,1421.0,964.53,0.341,3.037,0.767,0.869,5782.0,13.529,FALSE POSITIVE,KOI
1.289590179,1.38,286.0,1448.0,1040.23,0.401,1.3541,0.808,0.906,5467.0,15.471,CONFIRMED,KOI
0.634003002,1.35,316.9,1714.0,2030.16,0.367,0.9207,0.75,0.84,5226.0,15.76,CONFIRMED,KOI
1.56859048,23.41,280.6,1693.0,1935.28,1.198,11.591,1.002,1.008,6248.0,15.105,FALSE POSITIVE,KOI
22.8030252,1.29,62.9,843.0,119.6,0.291,4.768,1.613,1.092,6063.0,11.39,CONFIRMED,KOI
0.623441939,13.89,128.1,3219.0,25489.88,1.027,1.4053,2.871,1.309,5385.0,12.65,FALSE POSITIVE,KOI
5.24364571,25.01,270.4,1149.0,411.58,1.201,16.984,1.056,1.032,6197.0,15.163,FALSE POSITIVE,KOI
8.98826122,1.39,160.8,864.0,131.92,0.92,4.96,0.906,0.993,5984.0,15.257,CONFIRMED,KOI
110.7556272,29.64,8067.0,651.0,42.53,0.917,6.819,2.668,1.536,6525.0,13.455,CANDIDATE,KOI
4.15743922,96.99,1472.0,2089.0,4503.26,1.242,9.572,3.131,1.623,6529.0,9.887,FALSE POSITIVE,KOI
14.4079035,23.4,3058.0,624.0,35.81,1.226,2.524,0.728,0.814,5440.0,14.599,CANDIDATE,KOI
135.4978256,6.01,5038.1,295.0,1.8,0.804,6.769,0.757,0.782,5307.0,15.996,CONFIRMED,KOI
22.2508509,2.07,618.7,539.0,20.01,0.771,1.745,0.757,0.782,5307.0,15.996,CONFIRMED,KOI
8.53161917,54.6,65744.0,891.0,148.92,1.118,2.9596,1.0,1.0,5780.0,18.498,FALSE POSITIVE,KOI
0.526615152,1.46,64.0,2959.0,18152.32,0.028,1.0582,1.832,1.131,5718.0,12.428,FALSE POSITIVE,KOI
0.690405794,1.04,178.4,1731.0,2129.33,0.281,1.7407,0.786,0.736,5204.0,14.606,FALSE POSITIVE,KOI
10.10773789,1.98,294.9,879.0,140.75,0.151,3.828,1.174,0.915,5480.0,15.017,CONFIRMED,KOI
7.0956395,1.2,108.1,989.0,225.73,0.06,3.465,1.174,0.915,5480.0,15.017,CANDIDATE,KOI
1.844857057,0.97,85.6,1601.0,1548.86,0.594,1.6557,1.004,0.931,6143.0,13.617,FALSE POSITIVE,KOI
18.0116764,2.02,417.2,695.0,55.07,0.683,6.006,0.932,1.019,6003.0,15.154,FALSE POSITIVE,KOI
33.67280658,1.86,170.9,661.0,45.09,0.309,8.2267,1.423,0.911,5587.0,11.411,CONFIRMED,KOI
3.00912491,1.22,191.4,1177.0,452.27,0.009,2.228,0.893,1.01,5713.0,15.273,CONFIRMED,KOI
79.2450351,3.33,1347.3,404.0,6.33,0.001,5.382,0.917,0.892,5648.0,15.302,CANDIDATE,KOI
4.44589508,1.94,441.4,1063.0,302.6,0.704,2.3816,0.865,0.956,5918.0,15.391,CONFIRMED,KOI
2.023126394,0.92,72.2,1607.0,1582.75,0.391,1.2771,1.059,1.077,6349.0,13.126,FALSE POSITIVE,KOI
10.63609504,1.36,290.6,728.0,66.5,0.029,3.48,0.81,0.907,5546.0,15.091,FALSE POSITIVE,KOI
10.3108232,1.27,204.0,786.0,90.1,0.129,5.617,0.893,0.967,5708.0,15.619,CONFIRMED,KOI
1.069842837,1.77,540.3,1433.0,998.07,0.001,5.275,0.786,0.752,4999.0,14.298,FALSE POSITIVE,KOI
1.077467951,31.06,75.7,2339.0,7064.38,1.181,2.1125,1.508,1.135,6329.0,11.899,FALSE POSITIVE,KOI
126.4451275,4.49,3252.5,321.0,2.51,0.046,16.7151,0.795,0.888,5613.0,15.5,CANDIDATE,KOI
2.8736467,6.47,215.7,2866.0,15977.28,0.985,1.682,3.169,2.032,8173.0,10.035,FALSE POSITIVE,KOI
2.846517614,1.88,2154.4,528.0,18.32,0.931,4.228,0.32,0.32,3468.0,16.3,FALSE POSITIVE,KOI
211.032819,3.43,1953.4,215.0,0.5,0.808,7.119,0.686,0.743,4658.0,13.855,CONFIRMED,KOI
1.716828304,0.74,59.5,1455.0,1056.84,0.7,2.068,0.902,0.987,5808.0,10.158,CONFIRMED,KOI
0.755103143,1.49,43.8,2927.0,17302.11,0.662,2.885,2.128,1.226,5996.0,13.009,FALSE POSITIVE,KOI
20.71927223,2.51,224.6,818.0,105.78,0.744,4.0388,1.545,0.994,5729.0,10.821,FALSE POSITIVE,KOI
11.87457664,1.32,220.7,728.0,66.33,0.432,1.9797,0.88,0.907,5523.0,13.756,CONFIRMED,KOI
109.6469948,4.85,899.7,428.0,7.95,0.797,6.568,1.453,0.932,5332.0,15.162,CONFIRMED,KOI
15.64588656,2.18,572.1,710.0,60.08,0.033,3.959,0.916,1.008,5896.0,15.241,CONFIRMED,KOI
0.93375241,3.18,518.0,1594.0,1528.26,0.989,6.352,0.815,0.931,5402.0,15.807,FALSE POSITIVE,KOI
1.70336496,1.67,316.7,1484.0,1151.45,0.508,1.7045,0.915,1.002,5881.0,15.274,FALSE POSITIVE,KOI
0.764174368,1.18,100.2,2241.0,5972.52,0.626,2.346,1.125,1.207,6321.0,14.361,FALSE POSITIVE,KOI
1.85373924,0.23,348.6,345.0,3.36,0.551,1.816,0.116,0.094,2661.0,12.946,FALSE POSITIVE,KOI
7.06321927,1.21,207.2,827.0,110.22,0.56,2.411,0.818,0.753,5305.0,14.572,CONFIRMED,KOI
0.584310213,23.09,809.4,2053.0,4190.91,1.209,2.1801,0.88,0.977,5783.0,15.361,FALSE POSITIVE,KOI
25.384175,2.44,594.0,649.0,42.01,0.245,3.576,0.994,1.067,6137.0,15.535,CONFIRMED,KOI
15.79196594,2.4,203.1,910.0,161.97,0.032,7.2772,1.704,1.251,5758.0,11.696,CONFIRMED,KOI
5.77207177,1.54,328.5,915.0,165.58,0.018,2.605,0.86,0.977,5591.0,15.703,CANDIDATE,KOI
46.151253,2.08,649.0,423.0,7.59,0.688,5.346,0.769,0.723,5204.0,15.266,CANDIDATE,KOI
8.16733851,1.03,104.9,865.0,132.43,0.801,3.337,0.902,0.987,5808.0,10.158,CONFIRMED,KOI
12.81590421,2.26,220.5,939.0,183.68,0.58,6.3856,1.474,1.05,5788.0,11.197,CONFIRMED,KOI
79.99623328,40.73,24384.0,717.0,62.49,0.594,6.3339,2.49,1.715,6796.0,9.954,FALSE POSITIVE,KOI
5.424749327,5.15,7680.0,625.0,36.05,0.016,1.139,0.591,0.58,4137.0,16.406,CONFIRMED,KOI
165.3447044,6.98,4899.0,301.0,1.93,0.917,3.09,0.812,0.798,5594.0,15.548,CANDIDATE,KOI
3.606940379,2.04,432.3,1046.0,283.23,0.857,1.0418,0.84,0.955,5508.0,13.461,CONFIRMED,KOI
69.2002312,45.24,2271.5,585.0,27.66,1.276,5.679,1.267,1.291,7044.0,15.329,FALSE POSITIVE,KOI
6.26404774,1.55,378.7,809.0,101.27,0.232,2.39,0.817,0.789,5032.0,15.329,CONFIRMED,KOI
23.1985852,2.61,224.7,793.0,93.34,0.305,9.821,1.756,1.004,5416.0,14.056,CONFIRMED,KOI
5.77721259,2.17,134.3,1260.0,596.37,0.692,2.462,1.756,1.004,5416.0,14.056,CONFIRMED,KOI
0.905037231,1.1,37.5,2627.0,11199.46,0.323,1.4351,1.763,1.159,6223.0,11.075,FALSE POSITIVE,KOI
59.4969009,2.92,1262.1,369.0,4.36,0.406,5.404,0.833,0.8,4817.0,15.768,CONFIRMED,KOI
10.61345333,1.77,150.2,987.0,224.63,0.535,0.9829,1.388,1.023,5865.0,12.824,CONFIRMED,KOI
48.6303805,2.48,339.8,590.0,28.6,0.034,7.0805,1.352,1.225,6075.0,11.485,CONFIRMED,KOI
40.5289885,5.92,360.7,933.0,178.81,0.325,10.604,3.086,1.907,6443.0,13.913,CONFIRMED,KOI
0.571940563,1.88,54.3,3320.0,28727.59,0.792,0.9031,2.286,1.047,5827.0,12.557,FALSE POSITIVE,KOI
0.633514386,0.81,179.1,1357.0,807.27,0.231,1.2792,0.618,0.61,4330.0,14.971,FALSE POSITIVE,KOI
17.4166143,1.84,314.2,723.0,64.73,0.489,2.445,1.017,1.046,5946.0,14.715,FALSE POSITIVE,KOI
16.3583482,2.23,116.4,959.0,200.1,0.887,9.858,1.765,1.377,6133.0,12.683,CONFIRMED,KOI
36.0054414,3.33,117.5,1024.0,259.71,0.745,3.262,2.838,1.84,7048.0,12.477,FALSE POSITIVE,KOI
13.9093544,1.33,86.8,928.0,175.14,0.132,6.765,1.424,1.128,6052.0,13.716,CONFIRMED,KOI
97.4463194,3.05,2141.1,283.0,1.52,0.063,6.765,0.686,0.73,4735.0,14.981,CANDIDATE,KOI
1.257689465,2.45,945.6,1513.0,1244.66,0.197,0.8399,0.787,0.84,5676.0,15.522,FALSE POSITIVE,KOI
4.081411554,1.0,171.9,755.0,77.0,0.876,2.3239,0.635,0.698,4498.0,13.256,CONFIRMED,KOI
11.41941928,0.99,150.5,536.0,19.47,0.918,3.3075,0.635,0.698,4498.0,13.256,CONFIRMED,KOI
6.83440674,1.01,177.1,636.0,38.68,0.871,2.2726,0.635,0.698,4498.0,13.256,CONFIRMED,KOI
174.636181,11.12,2500.9,481.0,12.65,0.04,15.679,2.232,1.313,5974.0,15.905,CANDIDATE,KOI
24.4004378,2.47,860.5,437.0,8.64,0.909,2.987,0.674,0.669,4583.0,15.858,CONFIRMED,KOI
4.029810359,1.77,111.1,1479.0,1132.21,0.45,3.3316,1.651,1.127,5929.0,11.551,FALSE POSITIVE,KOI
1.287622419,0.87,36.5,1957.0,3450.59,0.819,0.821,1.274,1.208,6170.0,11.514,FALSE POSITIVE,KOI
0.935115863,1.05,64.8,2124.0,4811.82,0.243,1.6172,1.297,1.096,5874.0,13.615,CONFIRMED,KOI
3.57551429,0.89,92.8,1061.0,299.19,0.462,2.364,0.917,0.832,5213.0,13.93,CONFIRMED,KOI
1.791877025,1.48,46.1,2223.0,5787.99,0.403,1.166,2.139,1.156,6002.0,12.599,CANDIDATE,KOI
136.205112,2.35,1209.3,248.0,0.89,0.49,5.568,0.675,0.711,4648.0,15.839,CONFIRMED,KOI
6.30922043,1.37,691.2,606.0,31.73,0.118,1.3251,0.53,0.524,4380.0,15.906,CONFIRMED,KOI
2.94194296,1.22,278.0,988.0,225.15,0.03,2.056,0.758,0.733,4901.0,15.29,CONFIRMED,KOI
145.881936,1.8,156.9,424.0,7.63,0.325,11.342,1.424,1.128,6052.0,13.716,CANDIDATE,KOI
1.146934644,1.39,256.2,1554.0,1382.04,0.405,1.7247,0.862,0.862,5423.0,15.754,FALSE POSITIVE,KOI
1.245353252,1.48,224.2,1704.0,1996.55,0.528,2.152,0.96,1.047,5982.0,15.895,FALSE POSITIVE,KOI
82.2001239,2.57,233.9,525.0,17.96,0.001,10.627,1.704,1.251,5758.0,11.696,CONFIRMED,KOI
15.3626052,1.8,468.3,608.0,32.23,0.25,3.736,0.851,0.806,5011.0,15.384,CONFIRMED,KOI
0.843379985,1.7,343.3,1541.0,1329.99,0.696,1.4474,0.856,0.809,4818.0,14.975,CONFIRMED,KOI
6.56606941,1.83,402.4,777.0,86.27,0.687,1.8455,0.856,0.809,4818.0,14.975,CONFIRMED,KOI
10.49566303,1.34,106.1,1009.0,244.59,0.16,4.7356,1.297,1.059,6214.0,10.5,CONFIRMED,KOI
2.50343279,20.23,1156.0,1147.0,408.12,1.178,1.534,0.84,0.782,5174.0,15.601,CANDIDATE,KOI
96.4562198,9.1,950.5,727.0,65.96,0.775,11.195,2.704,1.704,7029.0,12.998,CANDIDATE,KOI
44.5643831,5.8,360.5,940.0,184.67,0.851,7.874,2.704,1.704,7029.0,12.998,CANDIDATE,KOI
1.34155642,0.74,58.2,1642.0,1715.26,0.259,1.6462,0.97,0.945,5779.0,12.299,CONFIRMED,KOI
8.48299282,0.8,69.1,879.0,141.04,0.564,2.505,0.933,0.94,5827.0,12.147,CONFIRMED,KOI
0.665025941,1.11,104.7,2174.0,5246.66,0.448,1.7542,1.07,1.07,5884.0,14.758,CONFIRMED,KOI
234.635652,2.56,868.5,267.0,1.2,0.025,6.965,0.885,0.867,5422.0,14.607,CONFIRMED,KOI
253.374581,19.25,1104.0,555.0,22.41,0.028,22.889,5.949,2.122,5177.0,11.893,CANDIDATE,KOI
13.32191461,2.88,133.5,1299.0,672.06,0.784,6.213,2.274,1.584,6995.0,13.228,CONFIRMED,KOI
7.69994466,0.92,70.9,969.0,208.61,0.018,4.432,1.104,0.946,5727.0,13.421,CONFIRMED,KOI
4.77466043,0.81,54.3,1137.0,395.06,0.03,3.804,1.104,0.946,5727.0,13.421,CONFIRMED,KOI
29.39337161,2.5,327.0,698.0,55.98,0.512,7.0445,1.352,1.225,6075.0,11.485,CONFIRMED,KOI
2.164570593,1.27,525.1,783.0,88.91,0.338,1.2862,0.554,0.578,3941.0,15.877,CONFIRMED,KOI
12.4258343,2.75,449.4,830.0,111.92,0.967,28.1171,0.991,1.06,6185.0,14.865,FALSE POSITIVE,KOI
0.873227249,1.68,221.8,2152.0,5053.02,0.14,0.7948,1.111,1.154,6341.0,15.153,FALSE POSITIVE,KOI
2.88878583,0.84,40.9,1423.0,969.05,0.242,2.977,1.331,1.139,5696.0,12.858,CONFIRMED,KOI
21.1181653,2.89,112.7,1110.0,359.11,0.675,9.734,2.566,1.443,6461.0,12.199,CANDIDATE,KOI
5.06092282,0.98,71.6,998.0,234.93,0.944,2.586,0.911,0.939,5637.0,13.346,CANDIDATE,KOI
7.37453336,87.08,304.4,1654.0,1770.84,1.139,3.745,4.991,1.766,5028.0,12.904,FALSE POSITIVE,KOI
87.9724227,3.39,866.7,446.0,9.37,0.015,14.638,1.159,0.988,5837.0,14.0,CONFIRMED,KOI
0.568874717,1.49,378.4,1796.0,2473.19,0.05,1.2177,0.78,0.889,5223.0,15.23,CONFIRMED,KOI
0.910020582,1.12,358.1,1127.0,380.16,0.79,1.7956,0.533,0.55,4297.0,15.381,CANDIDATE,KOI
22.023514,4.79,1670.0,639.0,39.45,0.934,1.932,0.936,0.986,5860.0,14.818,FALSE POSITIVE,KOI
1.07808492,1.01,155.6,1417.0,951.61,0.287,0.8551,0.814,0.783,4906.0,14.288,CANDIDATE,KOI
56.5732318,2.69,688.5,356.0,3.79,0.942,4.188,0.775,0.758,4701.0,14.889,CONFIRMED,KOI
1.846861455,2.23,648.6,1337.0,753.4,0.48,1.6605,0.86,0.977,5591.0,15.881,FALSE POSITIVE,KOI
3.568099612,1.36,98.4,1407.0,926.89,0.531,3.2131,1.334,1.107,6007.0,11.994,CONFIRMED,KOI
132.9955503,2.51,1275.4,241.0,0.8,0.703,7.436,0.659,0.687,4523.0,15.028,CONFIRMED,KOI
6.002548291,2.33,202.0,1209.0,504.79,0.914,4.1628,1.36,1.257,6204.0,12.73,CONFIRMED,KOI
11.44865823,1.32,75.2,975.0,213.39,0.824,4.953,1.36,1.257,6204.0,12.73,CONFIRMED,KOI
24.85466504,7.61,776.2,1095.0,339.33,0.746,9.182,2.527,1.7,6967.0,12.059,CONFIRMED,KOI
60.92818866,2.78,755.6,467.0,11.28,0.009,6.3336,1.023,0.871,5638.0,12.193,CONFIRMED,KOI
8.512037736,2.14,597.8,839.0,117.11,0.005,2.1861,0.881,0.979,5767.0,12.549,CONFIRMED,KOI
5.93720557,1.84,371.4,894.0,150.81,0.976,4.882,0.712,0.802,5857.0,13.799,FALSE POSITIVE,KOI
5.93719982,1.47,175.6,1059.0,297.14,0.748,3.95,1.026,1.099,6102.0,13.021,FALSE POSITIVE,KOI
1.63345402,24.87,359.0,1750.0,2211.18,1.19,3.817,1.091,1.019,6283.0,12.179,FALSE POSITIVE,KOI
3.247548814,1.41,209.7,1181.0,460.67,0.31,2.5146,0.975,1.091,5703.0,13.1,CONFIRMED,KOI
